# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jul  2 22:04:50 2026
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
#
loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
59,11818800,K00777.01,,CANDIDATE,40.419503700,1.1390000e-04,-1.1390000e-04,173.5646900,2.220000e-03,-2.220000e-03,3.36200,0.14000,-0.14000,6.2560e+03,2.300e+02,-2.300e+02,7.51,1.120e+00,-9.100e-01,5446.00,179.00,-163.00,4.507,0.116,-0.105,0.7810,0.1160,-0.0950,0.7140,0.1040,-0.0370
60,11853255,K00778.01,Kepler-674 b,CONFIRMED,2.243380573,2.6700000e-06,-2.6700000e-06,170.6792330,9.000000e-04,-9.000000e-04,1.11960,0.03840,-0.03840,8.2170e+02,2.560e+01,-2.560e+01,1.99,1.000e-01,-1.200e-01,4149.00,82.00,-91.00,4.698,0.024,-0.027,0.5640,0.0300,-0.0330,0.5780,0.0270,-0.0370
61,11909839,K00779.01,,FALSE POSITIVE,10.405998015,2.5150000e-06,-2.5150000e-06,177.1974660,1.900000e-04,-1.900000e-04,6.50360,0.01450,-0.01450,1.4489e+04,2.240e+01,-2.240e+01,11.23,2.920e+00,-1.950e+00,5746.00,173.00,-173.00,4.393,0.180,-0.198,0.9240,0.2410,-0.1600,0.7700,0.1180,-0.0470
62,11918099,K00780.01,Kepler-675 b,CONFIRMED,2.337437946,1.9510000e-06,-1.9510000e-06,171.7619820,6.590000e-04,-6.590000e-04,1.99820,0.02710,-0.02710,9.7120e+02,1.370e+01,-1.370e+01,2.34,1.700e-01,-9.000e-02,5005.00,79.00,-79.00,4.595,0.012,-0.064,0.7650,0.0550,-0.0280,0.8500,0.0250,-0.0540
63,11918099,K00780.02,,CANDIDATE,7.240661200,1.6170000e-05,-1.6170000e-05,137.7554500,2.000000e-03,-2.000000e-03,0.55800,0.17100,-0.17100,5.5640e+02,4.410e+01,-4.410e+01,19.45,1.400e+00,-7.100e-01,5005.00,79.00,-79.00,4.595,0.012,-0.064,0.7650,0.0550,-0.0280,0.8500,0.0250,-0.0540
64,9579641,K00115.03,,CANDIDATE,3.435916310,4.7290000e-05,-4.7290000e-05,132.6624000,1.100000e-02,-1.100000e-02,3.13300,0.40700,-0.40700,2.3200e+01,3.400e+00,-3.400e+00,0.55,8.000e-02,-7.000e-02,5779.00,104.00,-115.00,4.339,0.132,-0.108,1.0870,0.1570,-0.1420,0.9410,0.0740,-0.0540
65,11923270,K00781.01,Kepler-676 b,CONFIRMED,11.598222330,1.4070000e-05,-1.4070000e-05,180.3953760,9.230000e-04,-9.230000e-04,2.52370,0.05200,-0.05200,2.8045e+03,4.630e+01,-4.630e+01,2.65,2.100e-01,-2.900e-01,3688.00,73.00,-91.00,4.790,0.050,-0.045,0.4730,0.0370,-0.0510,0.5030,0.0350,-0.0530
66,11960862,K00782.01,Kepler-677 b,CONFIRMED,6.575315881,3.7260000e-06,-3.7260000e-06,173.6340440,4.550000e-04,-4.550000e-04,4.30840,0.03060,-0.03060,2.7933e+03,1.490e+01,-1.490e+01,5.31,1.500e+00,-8.100e-01,5992.00,162.00,-180.00,4.415,0.105,-0.195,0.9890,0.2800,-0.1510,0.9270,0.1290,-0.0970
67,12020329,K00783.01,Kepler-678 b,CONFIRMED,7.275040844,4.6770000e-06,-4.6770000e-06,169.9942170,5.070000e-04,-5.070000e-04,7.53770,0.06810,-0.06810,3.0010e+03,1.150e+01,-1.150e+01,4.86,1.050e+00,-3.700e-01,5485.00,164.00,-180.00,4.556,0.028,-0.161,0.8670,0.1870,-0.0670,0.9860,0.0650,-0.1150
68,12066335,K00784.01,Kepler-231 c,CONFIRMED,19.271538920,4.1450000e-05,-4.1450000e-05,186.7709300,1.820000e-03,-1.820000e-03,2.75940,0.05510,-0.05510,1.2198e+03,3.530e+01,-3.530e+01,1.93,1.000e-01,-1.200e-01,4077.00,81.00,-81.00,4.702,0.027,-0.027,0.5600,0.0300,-0.0340,0.5760,0.0310,-0.0350
69,12066335,K00784.02,Kepler-231 b,CONFIRMED,10.065243170,1.4900000e-05,-1.4900000e-05,136.2890600,1.190000e-03,-1.190000e-03,1.36900,0.03930,-0.03930,1.0533e+03,3.920e+01,-3.920e+01,1.91,1.000e-01,-1.200e-01,4077.00,81.00,-81.00,4.702,0.027,-0.027,0.5600,0.0300,-0.0340,0.5760,0.0310,-0.0350
70,12070811,K00785.01,Kepler-679 b,CONFIRMED,12.393565100,3.9320000e-05,-3.9320000e-05,178.7472500,2.450000e-03,-2.450000e-03,3.88960,0.08340,-0.08340,9.1660e+02,2.910e+01,-2.910e+01,2.66,5.400e-01,-2.300e-01,5557.00,166.00,-166.00,4.603,0.034,-0.128,0.7500,0.1520,-0.0650,0.8320,0.0800,-0.0890
71,8395660,K00116.02,Kepler-106 e,CONFIRMED,43.844397210,9.6130000e-05,-9.6130000e-05,151.9353800,1.920000e-03,-1.920000e-03,6.80200,0.11900,-0.11900,6.1520e+02,7.700e+00,-7.700e+00,2.87,4.300e-01,-3.000e-01,5854.00,105.00,-117.00,4.406,0.090,-0.110,1.0120,0.1540,-0.1030,0.9510,0.0700,-0.0630
72,3120431,K00798.01,,FALSE POSITIVE,3.341913228,9.9530000e-06,-9.9530000e-06,171.6394300,2.470000e-03,-2.470000e-03,3.81300,0.12000,-0.12000,7.2530e+02,2.130e+01,-2.130e+01,21.55,3.540e+00,-1.890e+00,5295.00,175.00,-159.00,4.551,0.049,-0.105,0.8110,0.1330,-0.0710,0.8530,0.0780,-0.0780
73,3246984,K00799.01,,FALSE POSITIVE,1.626630225,1.0150000e-06,-1.0150000e-06,169.8201710,4.870000e-04,-4.870000e-04,2.11450,0.02850,-0.02850,1.6206e+03,1.900e+01,-1.900e+01,32.43,9.000e+00,-4.830e+00,5735.00,155.00,-172.00,4.410,0.124,-0.186,0.9730,0.2700,-0.1450,0.8890,0.1200,-0.0900
74,3342970,K00800.01,Kepler-234 b,CONFIRMED,2.711504086,3.8000000e-06,-3.8000000e-06,170.0341700,1.110000e-03,-1.110000e-03,3.00990,0.04230,-0.04230,8.3750e+02,1.450e+01,-1.450e+01,3.12,1.020e+00,-3.400e-01,6214.00,174.00,-239.00,4.442,0.054,-0.216,1.0760,0.3530,-0.1180,1.1690,0.1410,-0.1730
75,3342970,K00800.02,Kepler-234 c,CONFIRMED,7.212037480,1.5530000e-05,-1.5530000e-05,172.8178200,1.630000e-03,-1.630000e-03,4.04910,0.05800,-0.05800,9.5040e+02,1.950e+01,-1.950e+01,3.32,1.090e+00,-3.600e-01,6214.00,174.00,-239.00,4.442,0.054,-0.216,1.0760,0.3530,-0.1180,1.1690,0.1410,-0.1730
76,12459725,K00789.01,,FALSE POSITIVE,14.179818700,1.6430000e-04,-1.6430000e-04,171.5023700,7.600000e-03,-7.600000e-03,2.50500,0.31500,-0.31500,4.5990e+02,5.190e+01,-5.190e+01,1.88,7.100e-01,-1.400e-01,5799.00,161.00,-168.00,4.539,0.027,-0.275,0.8780,0.3330,-0.0650,0.9750,0.0980,-0.1090
77,12470844,K00790.01,Kepler-233 b,CONFIRMED,8.472379110,1.5600000e-05,-1.5600000e-05,174.1621200,1.490000e-03,-1.490000e-03,2.72450,0.04840,-0.04840,1.1235e+03,2.670e+01,-2.670e+01,2.59,3.700e-01,-2.200e-01,5354.00,159.00,-159.00,4.587,0.032,-0.104,0.7880,0.1130,-0.0660,0.8840,0.0610,-0.1130
78,12470844,K00790.02,Kepler-233 c,CONFIRMED,60.418936900,5.0430000e-04,-5.0430000e-04,181.1636700,6.250000e-03,-6.250000e-03,5.03900,0.18400,-0.18400,9.3130e+02,4.960e+01,-4.960e+01,2.36,3.400e-01,-2.000e-01,5354.00,159.00,-159.00,4.587,0.032,-0.104,0.7880,0.1130,-0.0660,0.8840,0.0610,-0.1130
79,12644822,K00791.01,Kepler-682 b,CONFIRMED,12.611904345,6.6500000e-06,-6.6500000e-06,180.8922840,4.130000e-04,-4.130000e-04,5.14970,0.05920,-0.05920,6.1056e+03,2.760e+01,-2.760e+01,7.40,2.200e+00,-7.300e-01,5795.00,156.00,-173.00,4.508,0.039,-0.208,0.9190,0.2730,-0.0910,0.9920,0.1120,-0.1120
80,2440757,K00792.01,,FALSE POSITIVE,1.433769925,7.4100000e-07,-7.4100000e-07,170.4035360,3.970000e-04,-3.970000e-04,1.88680,0.02320,-0.02320,1.9763e+03,2.040e+01,-2.040e+01,46.58,8.010e+00,-8.000e+00,6017.00,72.00,-90.00,4.220,0.156,-0.117,1.3390,0.2300,-0.2300,1.0830,0.1000,-0.0820
81,2445129,K00793.01,,FALSE POSITIVE,10.318723010,2.8460000e-05,-2.8460000e-05,173.3154300,2.240000e-03,-2.240000e-03,3.83600,0.12100,-0.12100,8.7170e+02,2.640e+01,-2.640e+01,28.59,8.610e+00,-3.690e+00,5927.00,176.00,-193.00,4.409,0.084,-0.196,1.0600,0.3190,-0.1370,1.0500,0.1400,-0.1270
82,2713049,K00794.01,Kepler-683 b,CONFIRMED,2.539183147,5.0730000e-06,-5.0730000e-06,169.6749400,1.600000e-03,-1.600000e-03,2.42820,0.05590,-0.05590,3.8210e+02,1.140e+01,-1.140e+01,2.06,2.900e-01,-2.800e-01,5519.00,82.00,-74.00,4.350,0.126,-0.103,1.0620,0.1540,-0.1400,0.9210,0.0670,-0.0380
83,3114167,K00795.01,Kepler-684 b,CONFIRMED,6.770300385,9.5370000e-06,-9.5370000e-06,170.5766200,1.080000e-03,-1.080000e-03,2.08440,0.04540,-0.04540,1.3040e+03,2.970e+01,-2.970e+01,2.77,4.600e-01,-1.500e-01,5653.00,166.00,-166.00,4.656,0.028,-0.112,0.6790,0.1120,-0.0370,0.7670,0.0580,-0.0710
84,3114661,K00796.01,,FALSE POSITIVE,0.444291966,9.7000000e-08,-9.7000000e-08,169.8654060,1.690000e-04,-1.690000e-04,2.07920,0.01150,-0.01150,1.0967e+04,4.590e+01,-4.590e+01,27.51,3.460e+00,-1.730e+00,5255.00,156.00,-156.00,4.678,0.028,-0.083,0.6360,0.0800,-0.0400,0.7090,0.0600,-0.0600
85,3115833,K00797.01,,CANDIDATE,10.181584004,6.1880000e-06,-6.1880000e-06,177.1418910,4.830000e-04,-4.830000e-04,3.50890,0.03310,-0.03310,5.7411e+03,5.320e+01,-5.320e+01,7.73,2.170e+00,-7.200e-01,5988.00,179.00,-197.00,4.541,0.048,-0.192,0.8360,0.2340,-0.0780,0.8850,0.0990,-0.0990
86,4139816,K00812.02,Kepler-235 d,CONFIRMED,20.060363360,5.8390000e-05,-5.8390000e-05,147.4655400,2.410000e-03,-2.410000e-03,3.32030,0.07540,-0.07540,1.4947e+03,4.510e+01,-4.510e+01,1.96,1.300e-01,-1.600e-01,3950.00,70.00,-86.00,4.754,0.042,-0.031,0.4930,0.0330,-0.0400,0.5020,0.0310,-0.0380
87,4139816,K00812.03,Kepler-235 e,CONFIRMED,46.184203900,2.6540000e-04,-2.6540000e-04,165.2372900,4.300000e-03,-4.300000e-03,4.75800,0.13000,-0.13000,1.3947e+03,5.640e+01,-5.640e+01,1.83,1.200e-01,-1.500e-01,3950.00,70.00,-86.00,4.754,0.042,-0.031,0.4930,0.0330,-0.0400,0.5020,0.0310,-0.0380
88,8395660,K00116.04,Kepler-106 d,CONFIRMED,23.980085400,2.0030000e-04,-2.0030000e-04,147.5370000,6.470000e-03,-6.470000e-03,5.35100,0.17700,-0.17700,1.0400e+02,6.500e+00,-6.500e+00,1.31,2.000e-01,-1.300e-01,5854.00,105.00,-117.00,4.406,0.090,-0.110,1.0120,0.1540,-0.1030,0.9510,0.0700,-0.0630
89,4139816,K00812.04,Kepler-235 c,CONFIRMED,7.825021680,3.8900000e-05,-3.8900000e-05,136.5499500,4.360000e-03,-4.360000e-03,2.18600,0.12000,-0.12000,5.2080e+02,3.640e+01,-3.640e+01,1.20,8.000e-02,-1.000e-01,3950.00,70.00,-86.00,4.754,0.042,-0.031,0.4930,0.0330,-0.0400,0.5020,0.0310,-0.0380
90,4275191,K00813.01,Kepler-688 b,CONFIRMED,3.895936525,7.7100000e-07,-7.7100000e-07,170.5275520,1.570000e-04,-1.570000e-04,2.31110,0.03020,-0.03020,8.5448e+03,2.950e+01,-2.950e+01,7.34,1.530e+00,-6.500e-01,5557.00,167.00,-167.00,4.592,0.034,-0.136,0.7740,0.1610,-0.0690,0.8660,0.0820,-0.1000
91,4476123,K00814.01,Kepler-689 b,CONFIRMED,22.366464660,9.7610000e-05,-9.7610000e-05,175.4586200,3.540000e-03,-3.540000e-03,5.22800,0.12200,-0.12200,9.8680e+02,3.510e+01,-3.510e+01,2.32,3.800e-01,-1.600e-01,5395.00,160.00,-160.00,4.615,0.032,-0.104,0.7340,0.1220,-0.0520,0.8210,0.0760,-0.0930
92,3351888,K00801.01,Kepler-685 b,CONFIRMED,1.625522174,1.5800000e-07,-1.5800000e-07,170.8266564,7.610000e-05,-7.610000e-05,2.38963,0.00338,-0.00338,7.9690e+03,1.180e+01,-1.180e+01,9.73,1.410e+00,-1.420e+00,5539.00,83.00,-74.00,4.322,0.137,-0.100,1.1060,0.1610,-0.1610,0.9350,0.0620,-0.0430
93,3453214,K00802.01,,CANDIDATE,19.620346923,3.7300000e-06,-3.7300000e-06,181.8818190,1.480000e-04,-1.480000e-04,2.00380,0.02920,-0.02920,2.1725e+04,8.500e+01,-8.500e+01,13.60,1.820e+00,-9.200e-01,5710.00,76.00,-85.00,4.492,0.048,-0.112,0.9050,0.1210,-0.0610,0.9280,0.0520,-0.0580
94,3554600,K00803.01,,FALSE POSITIVE,7.544039000,1.0230000e-04,-1.0230000e-04,171.7982000,1.050000e-02,-1.050000e-02,6.22200,0.73100,-0.73100,3.2260e+02,2.820e+01,-2.820e+01,17.47,4.120e+00,-1.650e+00,5657.00,152.00,-169.00,4.567,0.038,-0.152,0.8240,0.1940,-0.0780,0.9190,0.0830,-0.1040
95,3641726,K00804.01,Kepler-1727 b,CONFIRMED,9.029306890,1.6480000e-05,-1.6480000e-05,177.2042200,1.420000e-03,-1.420000e-03,3.14490,0.05280,-0.05280,1.0198e+03,2.190e+01,-2.190e+01,2.57,4.400e-01,-2.600e-01,5349.00,167.00,-167.00,4.526,0.063,-0.108,0.8200,0.1410,-0.0820,0.8240,0.0960,-0.0780
96,3734868,K00805.01,,FALSE POSITIVE,10.328035714,3.7620000e-06,-3.7620000e-06,174.5810540,3.060000e-04,-3.060000e-04,7.79150,0.02720,-0.02720,1.6918e+04,3.180e+01,-3.180e+01,13.28,3.640e+00,-2.410e+00,5627.00,169.00,-169.00,4.359,0.180,-0.180,1.0240,0.2800,-0.1860,0.8740,0.1250,-0.0730
97,3832474,K00806.01,Kepler-30 d,CONFIRMED,143.206304700,2.3480000e-04,-2.3480000e-04,154.2355200,1.300000e-03,-1.300000e-03,8.93020,0.09610,-0.09610,1.0566e+04,8.240e+01,-8.240e+01,8.90,8.200e-01,-3.800e-01,5485.00,98.00,-120.00,4.556,0.014,-0.081,0.8670,0.0790,-0.0370,0.9860,0.0350,-0.0820
98,8395660,K00116.03,Kepler-106 b,CONFIRMED,6.164876000,4.6350000e-05,-4.6350000e-05,135.6391600,6.610000e-03,-6.610000e-03,3.26200,0.18600,-0.18600,5.5800e+01,4.300e+00,-4.300e+00,0.79,1.300e-01,-8.000e-02,5854.00,105.00,-117.00,4.406,0.090,-0.110,1.0120,0.1540,-0.1030,0.9510,0.0700,-0.0630
99,3832474,K00806.02,Kepler-30 c,CONFIRMED,60.324942160,3.2070000e-05,-3.2070000e-05,243.8925780,4.230000e-04,-4.230000e-04,6.61880,0.03270,-0.03270,2.0280e+04,6.400e+01,-6.400e+01,12.19,1.110e+00,-5.200e-01,5485.00,98.00,-120.00,4.556,0.014,-0.081,0.8670,0.0790,-0.0370,0.9860,0.0350,-0.0820
100,3832474,K00806.03,Kepler-30 b,CONFIRMED,29.159861500,2.5340000e-04,-2.5340000e-04,150.6992200,7.180000e-03,-7.180000e-03,4.80300,0.20000,-0.20000,4.8800e+02,4.350e+01,-4.350e+01,1.91,2.000e-01,-7.000e-02,5485.00,99.00,-112.00,4.556,0.014,-0.094,0.8670,0.0920,-0.0340,0.9860,0.0280,-0.0790
101,3836375,K00807.01,,FALSE POSITIVE,1.540397253,2.7020000e-06,-2.7020000e-06,170.5047900,1.500000e-03,-1.500000e-03,2.15410,0.08460,-0.08460,8.1610e+02,2.570e+01,-2.570e+01,25.69,7.440e+00,-2.330e+00,5663.00,171.00,-188.00,4.530,0.036,-0.204,0.9150,0.2650,-0.0830,1.0340,0.0890,-0.1220
102,3838486,K00808.01,,FALSE POSITIVE,2.990254430,1.1680000e-05,-1.1680000e-05,171.9834000,3.090000e-03,-3.090000e-03,5.41400,0.11300,-0.11300,5.8920e+02,1.410e+01,-1.410e+01,1.70,1.000e-01,-1.500e-01,4667.00,140.00,-154.00,4.578,0.048,-0.028,0.7310,0.0420,-0.0630,0.7370,0.0580,-0.0580
103,3935914,K00809.01,Kepler-686 b,CONFIRMED,1.594745374,1.1300000e-07,-1.1300000e-07,170.6483505,5.790000e-05,-5.790000e-05,1.96040,0.01060,-0.01060,1.5044e+04,2.030e+01,-2.030e+01,11.30,3.090e+00,-1.330e+00,5934.00,160.00,-178.00,4.491,0.065,-0.195,0.8930,0.2440,-0.1050,0.9010,0.1100,-0.0900
104,3940418,K00810.01,Kepler-1728 b,CONFIRMED,4.783002698,5.4320000e-06,-5.4320000e-06,170.5084340,9.430000e-04,-9.430000e-04,2.33500,0.03320,-0.03320,1.0087e+03,1.660e+01,-1.660e+01,2.50,3.400e-01,-1.900e-01,5170.00,155.00,-155.00,4.574,0.026,-0.097,0.8070,0.1110,-0.0600,0.8910,0.0530,-0.0840
105,4049131,K00811.01,Kepler-687 b,CONFIRMED,20.505889210,3.2060000e-05,-3.2060000e-05,181.4342800,1.220000e-03,-1.220000e-03,4.05950,0.04810,-0.04810,2.1055e+03,3.100e+01,-3.100e+01,3.41,2.800e-01,-3.100e-01,4905.00,148.00,-148.00,4.544,0.072,-0.044,0.7610,0.0630,-0.0700,0.7390,0.0850,-0.0540
106,4139816,K00812.01,Kepler-235 b,CONFIRMED,3.340218842,3.1770000e-06,-3.1770000e-06,171.9790620,7.500000e-04,-7.500000e-04,1.91040,0.03180,-0.03180,1.6326e+03,2.660e+01,-2.660e+01,2.03,1.300e-01,-1.700e-01,3950.00,70.00,-86.00,4.754,0.042,-0.031,0.4930,0.0330,-0.0400,0.5020,0.0310,-0.0380
107,5287983,K00828.01,,FALSE POSITIVE,2.507089906,2.4010000e-06,-2.4010000e-06,171.0024550,8.350000e-04,-8.350000e-04,2.00670,0.04270,-0.04270,1.3392e+03,2.470e+01,-2.470e+01,30.26,9.570e+00,-3.190e+00,5926.00,184.00,-226.00,4.506,0.054,-0.216,0.9390,0.2970,-0.0990,1.0300,0.1240,-0.1380
108,5358241,K00829.01,Kepler-53 b,CONFIRMED,18.649327280,5.2020000e-05,-5.2020000e-05,174.7710000,2.240000e-03,-2.240000e-03,4.40560,0.06870,-0.06870,8.9360e+02,2.090e+01,-2.090e+01,3.12,4.700e-01,-2.800e-01,5775.00,78.00,-78.00,4.405,0.066,-0.123,1.0530,0.1610,-0.0940,1.0260,0.0620,-0.0620
109,10875245,K00117.02,Kepler-107 c,CONFIRMED,4.901449760,1.0700000e-05,-1.0700000e-05,138.6054800,1.750000e-03,-1.750000e-03,4.16540,0.05850,-0.05850,1.4070e+02,2.900e+00,-2.900e+00,1.70,8.000e-02,-5.000e-02,5847.00,64.00,-75.00,4.191,0.020,-0.018,1.4020,0.0630,-0.0460,1.1130,0.0920,-0.0500
110,5358241,K00829.02,Kepler-53 d,CONFIRMED,9.751921010,4.8290000e-05,-4.8290000e-05,138.7860800,3.600000e-03,-3.600000e-03,4.79300,0.18100,-0.18100,4.1800e+02,1.620e+01,-1.620e+01,2.76,4.300e-01,-2.400e-01,5775.00,78.00,-78.00,4.405,0.066,-0.123,1.0530,0.1610,-0.0940,1.0260,0.0620,-0.0620
111,5358241,K00829.03,Kepler-53 c,CONFIRMED,38.557654600,1.7650000e-04,-1.7650000e-04,163.8506300,4.070000e-03,-4.070000e-03,5.79400,0.19900,-0.19900,9.9300e+02,2.680e+01,-2.680e+01,4.02,6.200e-01,-3.600e-01,5775.00,78.00,-78.00,4.405,0.066,-0.123,1.0530,0.1610,-0.0940,1.0260,0.0620,-0.0620
112,5358624,K00830.01,Kepler-428 b,CONFIRMED,3.525632539,1.5000000e-07,-1.5000000e-07,170.0479951,3.330000e-05,-3.330000e-05,2.59959,0.00079,-0.00079,2.2335e+04,1.310e+01,-1.310e+01,11.58,9.000e-01,-4.800e-01,5150.00,82.00,-82.00,4.572,0.020,-0.064,0.7930,0.0620,-0.0330,0.8550,0.0350,-0.0490
113,4544670,K00815.01,,CANDIDATE,34.843986440,4.0360000e-05,-4.0360000e-05,172.6332520,9.400000e-04,-9.400000e-04,2.93150,0.07020,-0.07020,4.5236e+03,8.250e+01,-8.250e+01,7.61,1.720e+00,-9.100e-01,5509.00,166.00,-166.00,4.482,0.081,-0.150,0.8710,0.1960,-0.1050,0.8400,0.1110,-0.0740
114,4664847,K00816.01,Kepler-690 b,CONFIRMED,7.748094239,7.5530000e-06,-7.5530000e-06,174.9972060,7.650000e-04,-7.650000e-04,3.59570,0.04300,-0.04300,2.4721e+03,2.570e+01,-2.570e+01,5.52,1.700e+00,-5.600e-01,5973.00,169.00,-232.00,4.439,0.052,-0.221,1.0850,0.3340,-0.1110,1.1810,0.1210,-0.1510
115,4725681,K00817.01,Kepler-236 c,CONFIRMED,23.967936690,9.2490000e-05,-9.2490000e-05,186.2218200,3.050000e-03,-3.050000e-03,3.82700,0.11300,-0.11300,1.1823e+03,4.610e+01,-4.610e+01,1.80,1.000e-01,-1.500e-01,3747.00,75.00,-83.00,4.728,0.042,-0.025,0.5240,0.0300,-0.0440,0.5360,0.0350,-0.0390
116,4725681,K00817.02,Kepler-236 b,CONFIRMED,8.295617380,2.3680000e-05,-2.3680000e-05,135.7928400,2.190000e-03,-2.190000e-03,1.34210,0.07730,-0.07730,8.2430e+02,5.750e+01,-5.750e+01,1.82,1.000e-01,-1.500e-01,3747.00,75.00,-83.00,4.728,0.042,-0.025,0.5240,0.0300,-0.0440,0.5360,0.0350,-0.0390
117,4913852,K00818.01,Kepler-691 b,CONFIRMED,8.114374820,1.0920000e-05,-1.0920000e-05,176.3396800,1.070000e-03,-1.070000e-03,2.27360,0.04470,-0.04470,1.5580e+03,3.200e+01,-3.200e+01,2.10,1.400e-01,-1.600e-01,3692.00,73.00,-83.00,4.753,0.032,-0.039,0.5170,0.0350,-0.0390,0.5530,0.0270,-0.0440
118,4932348,K00819.01,,FALSE POSITIVE,38.036729482,3.4840000e-06,-3.4840000e-06,196.9349470,7.160000e-05,-7.160000e-05,4.34617,0.00645,-0.00645,8.2872e+04,8.330e+01,-8.330e+01,27.50,5.280e+00,-2.270e+00,5575.00,166.00,-183.00,4.521,0.038,-0.152,0.9320,0.1790,-0.0770,1.0510,0.0660,-0.1320
119,4936180,K00820.01,,CANDIDATE,4.640900310,1.4850000e-05,-1.4850000e-05,173.6463800,2.610000e-03,-2.610000e-03,35.51200,0.27400,-0.27400,2.4506e+03,1.170e+01,-1.170e+01,30.09,5.790e+00,-3.140e+00,6463.00,205.00,-205.00,4.500,0.087,-0.163,0.8260,0.1590,-0.0860,0.7860,0.0620,-0.0450
120,11913073,K00011.01,,FALSE POSITIVE,3.747838198,3.8960000e-06,-3.8960000e-06,171.6650400,9.020000e-04,-9.020000e-04,5.06420,0.04450,-0.04450,6.1600e+02,5.300e+00,-5.300e+00,13.65,3.110e+00,-1.040e+00,5514.00,149.00,-149.00,4.569,0.029,-0.162,0.8260,0.1880,-0.0630,0.9260,0.0750,-0.1080
121,10875245,K00117.01,Kepler-107 e,CONFIRMED,14.749148250,2.1740000e-05,-2.1740000e-05,138.7779900,1.180000e-03,-1.180000e-03,6.09950,0.04400,-0.04400,4.3020e+02,4.200e+00,-4.200e+00,2.89,1.300e-01,-1.000e-01,5847.00,64.00,-75.00,4.191,0.020,-0.018,1.4020,0.0630,-0.0460,1.1130,0.0920,-0.0500
122,5021899,K00821.01,Kepler-692 b,CONFIRMED,21.812959960,7.2290000e-05,-7.2290000e-05,174.0108500,2.610000e-03,-2.610000e-03,4.37910,0.09100,-0.09100,1.1754e+03,3.580e+01,-3.580e+01,3.38,9.100e-01,-4.900e-01,5601.00,166.00,-166.00,4.410,0.116,-0.188,0.9990,0.2690,-0.1450,0.9340,0.1130,-0.0850
123,5077629,K00822.01,,FALSE POSITIVE,7.919369370,2.0400000e-06,-2.0400000e-06,172.1810920,2.020000e-04,-2.020000e-04,3.31480,0.02090,-0.02090,1.5148e+04,4.980e+01,-4.980e+01,10.34,2.590e+00,-8.700e-01,5690.00,154.00,-172.00,4.588,0.040,-0.160,0.7760,0.1950,-0.0650,0.8520,0.0890,-0.0890
124,5115978,K00823.01,,CANDIDATE,1.028436523,7.0500000e-07,-7.0500000e-07,170.2285820,5.400000e-04,-5.400000e-04,1.86060,0.03400,-0.03400,8.0980e+03,1.270e+02,-1.270e+02,72.77,2.771e+01,-8.600e+00,6228.00,183.00,-219.00,4.428,0.077,-0.272,0.9900,0.3770,-0.1170,0.9590,0.1210,-0.1110
